Thu Oct 13 09:37:41 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:37:41 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:37:42 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:37:42 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:37:43 2022,"-*,2,29.00,29.31,1,*-
"
Thu Oct 13 09:37:44 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:37:45 2022,"-*,2,29.00,29.31,1,*-
"
Thu Oct 13 09:37:45 2022,"-*,2,29.00,29.31,1,*-
"
Thu Oct 13 09:37:46 2022,"-*,2,29.00,29.31,1,*-
"
Thu Oct 13 09:37:47 2022,"-*,2,29.00,29.31,1,*-
"
Thu Oct 13 09:37:48 2022,"-*,2,29.00,29.31,1,*-
"
Thu Oct 13 09:37:49 2022,"-*,2,29.00,29.31,1,*-
"
Thu Oct 13 09:37:49 2022,"-*,2,29.00,29.31,1,*-
"
Thu Oct 13 09:37:50 2022,"-*,2,29.00,29.31,1,*-
"
Thu Oct 13 09:37:51 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:37:52 2022,"-*,2,29.00,29.31,1,*-
"
Thu Oct 13 09:37:52 2022,"-*,2,29.00,29.31,1,*-
"
Thu Oct 13 09:37:53 2022,"-*,2,29.00,29.31,1,*-
"
Thu Oct 13 09:37:54 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:37:55 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:37:56 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:37:56 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:37:57 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:37:58 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:37:59 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:37:59 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:00 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:01 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:02 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:03 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:03 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:04 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:05 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:06 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:06 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:07 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:08 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:09 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:10 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:10 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:11 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:12 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:13 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:13 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:14 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:15 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:16 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:17 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:17 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:18 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:19 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:20 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:20 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:21 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:22 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:23 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:24 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:24 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:25 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:26 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:27 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:28 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:28 2022,"-*,2,29.25,29.31,1,*-
"
Thu Oct 13 09:38:29 2022,"-*,2,29.25,29.31,1,*-
"
