datetime,ID,Tmp1,Tmp2,Cnt
2022-10-07 14:18:50,1,39.63,40.38,"0
"
2022-10-07 14:19:00,1,39.63,40.38,"0
"
2022-10-07 14:19:10,1,39.56,40.38,"0
"
2022-10-07 14:19:20,1,39.56,40.31,"0
"
2022-10-07 14:19:30,1,39.56,40.31,"0
"
2022-10-07 14:19:40,1,39.56,40.31,"0
"
2022-10-07 14:19:50,1,39.50,40.31,"0
"
2022-10-07 14:20:00,1,39.50,40.25,"0
"
2022-10-07 14:20:10,1,39.50,40.25,"0
"
