datetime,ID,Tmp1,Tmp2,Cnt
2022-10-07 14:30:19,1,24.25,24.62,"0
"
2022-10-07 14:30:21,1,24.12,24.44,"0
"
2022-10-07 14:30:25,1,23.94,24.31,"0
"
2022-10-07 14:30:28,1,23.75,24.19,"0
"
2022-10-07 14:30:31,1,23.62,24.06,"0
"
2022-10-07 14:30:34,1,23.50,23.94,"0
"
