#Device,NGP814
#Device Name,
#Format,LOG
#Date,2022-10-27
#Version,02.006 024C22E07
#Serial No.,100760
#Logging Interval[s],300.000
#Mode,Unlimited
#Start Time,20:17:00
#Stop Time,XX:XX:XX
#Actual Count,0000000000
#Adjustment Ch1,factory
#Adjustment Ch2,factory
#Adjustment Ch3,factory
#Adjustment Ch4,factory
Timestamp,U1[V],I1[A],P1[W],U2[V],I2[A],P2[W],U3[V],I3[A],P3[W],U4[V],I4[A],P4[W]
20:17:00.230,1.100,0.4635,0.510,1.101,0.9420,1.035,1.099,0.8145,0.895,1.098,1.7160,1.885
20:22:00.230,1.100,0.4590,0.505,1.101,0.9450,1.040,1.098,0.8075,0.885,1.098,1.7160,1.885
20:27:00.230,1.100,0.4545,0.500,1.101,0.9450,1.040,1.098,0.8030,0.880,1.098,1.7130,1.880
20:32:00.230,1.100,0.4515,0.495,1.100,0.9470,1.040,1.098,0.7975,0.875,1.098,1.7105,1.880
20:37:00.230,1.100,0.4470,0.490,1.101,0.9480,1.045,1.099,0.7920,0.870,1.098,1.7100,1.880
20:42:00.230,1.100,0.4445,0.490,1.101,0.9495,1.045,1.098,0.7895,0.865,1.098,1.7075,1.875
20:47:00.230,1.100,0.4415,0.485,1.101,0.9505,1.045,1.099,0.7915,0.870,1.098,1.7040,1.870
20:52:00.230,1.100,0.4385,0.480,1.101,0.9530,1.050,1.099,0.7860,0.865,1.097,1.7045,1.870
20:57:00.230,1.100,0.4350,0.480,1.100,0.9540,1.050,1.099,0.7805,0.860,1.097,1.7090,1.875
21:02:00.230,1.100,0.4315,0.475,1.101,0.9550,1.050,1.098,0.7730,0.850,1.098,1.7090,1.875
21:07:00.230,1.100,0.4300,0.475,1.100,0.9555,1.050,1.099,0.7735,0.850,1.098,1.7045,1.870
21:12:00.230,1.100,0.4260,0.470,1.101,0.9575,1.055,1.098,0.7705,0.845,1.098,1.7000,1.865
21:17:00.230,1.100,0.4240,0.465,1.100,0.9570,1.055,1.099,0.7650,0.840,1.098,1.7080,1.875
21:22:00.230,1.100,0.4210,0.465,1.101,0.9580,1.055,1.098,0.7590,0.835,1.098,1.7055,1.875
21:27:00.230,1.100,0.4180,0.460,1.101,0.9600,1.055,1.099,0.7635,0.840,1.098,1.6990,1.865
21:32:00.230,1.100,0.4140,0.455,1.101,0.9595,1.055,1.098,0.7615,0.835,1.098,1.6960,1.860
21:37:00.230,1.100,0.4120,0.455,1.101,0.9600,1.055,1.098,0.7540,0.830,1.098,1.7030,1.870
21:42:00.230,1.100,0.4105,0.450,1.101,0.9615,1.060,1.098,0.7520,0.825,1.097,1.7000,1.865
21:47:00.230,1.100,0.4080,0.450,1.100,0.9605,1.055,1.099,0.7540,0.830,1.097,1.6955,1.860
21:52:00.230,1.100,0.4065,0.445,1.101,0.9625,1.060,1.099,0.7510,0.825,1.097,1.6880,1.850
21:57:00.230,1.100,0.4040,0.445,1.101,0.9630,1.060,1.098,0.7430,0.815,1.098,1.6915,1.855
22:02:00.230,1.100,0.4005,0.440,1.100,0.9630,1.060,1.098,0.7465,0.820,1.098,1.6860,1.850
22:07:00.230,1.100,0.3985,0.440,1.100,0.9630,1.060,1.098,0.7420,0.815,1.098,1.6850,1.850
22:12:00.230,1.100,0.3970,0.435,1.100,0.9635,1.060,1.099,0.7380,0.810,1.098,1.6820,1.845
22:17:00.230,1.101,0.3950,0.435,1.101,0.9645,1.060,1.098,0.7345,0.805,1.097,1.6935,1.860
22:22:00.230,1.100,0.3930,0.430,1.101,0.9645,1.060,1.099,0.7315,0.805,1.098,1.6910,1.855
22:27:00.230,1.100,0.3910,0.430,1.101,0.9650,1.060,1.098,0.7210,0.790,1.098,1.6875,1.855
22:32:00.230,1.100,0.3900,0.430,1.101,0.9660,1.065,1.098,0.7185,0.790,1.098,1.6815,1.845
22:37:00.230,1.100,0.3890,0.430,1.101,0.9640,1.060,1.099,0.7240,0.795,1.097,1.6785,1.840
22:42:00.230,1.100,0.3875,0.425,1.101,0.9645,1.060,1.098,0.7180,0.790,1.097,1.6765,1.840
22:47:00.230,1.100,0.3865,0.425,1.101,0.9645,1.060,1.098,0.7090,0.780,1.098,1.6780,1.840
22:52:00.230,1.100,0.3855,0.425,1.101,0.9630,1.060,1.098,0.7065,0.775,1.098,1.6835,1.850
22:57:00.230,1.100,0.3850,0.425,1.101,0.9630,1.060,1.099,0.7140,0.785,1.098,1.6775,1.840
23:02:00.230,1.100,0.3840,0.420,1.101,0.9630,1.060,1.099,0.7110,0.780,1.098,1.6695,1.835
23:07:00.230,1.100,0.3830,0.420,1.101,0.9620,1.060,1.098,0.7020,0.770,1.098,1.6685,1.830
23:12:00.230,1.100,0.3815,0.420,1.101,0.9625,1.060,1.098,0.6945,0.765,1.098,1.6670,1.830
23:17:00.230,1.100,0.3800,0.420,1.101,0.9630,1.060,1.099,0.6900,0.760,1.097,1.6665,1.830
23:22:00.230,1.100,0.3795,0.415,1.101,0.9625,1.060,1.099,0.6980,0.765,1.098,1.6665,1.830
23:27:00.230,1.100,0.3780,0.415,1.101,0.9610,1.060,1.098,0.6965,0.765,1.097,1.6730,1.835
23:32:00.230,1.100,0.3770,0.415,1.100,0.9595,1.055,1.098,0.6830,0.750,1.097,1.6710,1.835
23:37:00.230,1.100,0.3770,0.415,1.101,0.9595,1.055,1.098,0.6765,0.745,1.098,1.6715,1.835
23:42:00.230,1.100,0.3750,0.415,1.101,0.9585,1.055,1.098,0.6750,0.740,1.098,1.6625,1.825
23:47:00.230,1.100,0.3730,0.410,1.101,0.9565,1.055,1.098,0.6680,0.735,1.098,1.6555,1.820
23:52:00.230,1.100,0.3725,0.410,1.101,0.9555,1.050,1.098,0.6695,0.735,1.098,1.6510,1.815
23:57:00.230,1.100,0.3715,0.410,1.101,0.9535,1.050,1.098,0.6640,0.730,1.097,1.6495,1.810
00:02:00.230,1.100,0.3695,0.405,1.101,0.9520,1.050,1.099,0.6635,0.730,1.098,1.6480,1.810
00:07:00.230,1.100,0.3685,0.405,1.101,0.9500,1.045,1.098,0.6605,0.725,1.098,1.6490,1.810
00:12:00.230,1.100,0.3675,0.405,1.101,0.9480,1.045,1.098,0.6555,0.720,1.098,1.6550,1.815
00:17:00.230,1.100,0.3660,0.405,1.101,0.9470,1.045,1.098,0.6500,0.715,1.098,1.6480,1.810
00:22:00.230,1.100,0.3650,0.400,1.101,0.9455,1.040,1.099,0.6500,0.715,1.098,1.6405,1.800
00:27:00.230,1.100,0.3630,0.400,1.100,0.9425,1.035,1.098,0.6440,0.705,1.098,1.6410,1.800
00:32:00.230,1.100,0.3620,0.400,1.101,0.9425,1.040,1.098,0.6430,0.705,1.098,1.6500,1.810
00:37:00.230,1.100,0.3600,0.395,1.100,0.9395,1.035,1.098,0.6390,0.700,1.098,1.6585,1.820
00:42:00.230,1.100,0.3590,0.395,1.101,0.9385,1.035,1.098,0.6330,0.695,1.098,1.6580,1.820
00:47:00.230,1.100,0.3580,0.395,1.101,0.9360,1.030,1.098,0.6325,0.695,1.098,1.6440,1.805
00:52:00.230,1.100,0.3570,0.395,1.101,0.9350,1.030,1.098,0.6270,0.690,1.098,1.6345,1.795
00:57:00.230,1.100,0.3555,0.390,1.101,0.9320,1.025,1.098,0.6300,0.690,1.098,1.6280,1.790
01:02:00.230,1.100,0.3540,0.390,1.101,0.9305,1.025,1.098,0.6195,0.680,1.098,1.6225,1.780
01:07:00.230,1.100,0.3535,0.390,1.101,0.9280,1.020,1.098,0.6110,0.670,1.098,1.6210,1.780
01:12:00.230,1.100,0.3520,0.385,1.101,0.9255,1.020,1.098,0.6060,0.665,1.098,1.6210,1.780
01:17:00.230,1.100,0.3510,0.385,1.101,0.9230,1.015,1.098,0.6035,0.665,1.098,1.6190,1.780
01:22:00.230,1.100,0.3505,0.385,1.101,0.9210,1.015,1.098,0.6065,0.665,1.098,1.6420,1.805
01:27:00.230,1.100,0.3490,0.385,1.101,0.9180,1.010,1.098,0.6220,0.685,1.098,1.6365,1.795
01:32:00.230,1.100,0.3480,0.385,1.101,0.9155,1.010,1.098,0.6185,0.680,1.098,1.6315,1.790
01:37:00.230,1.100,0.3470,0.380,1.101,0.9130,1.005,1.098,0.6120,0.670,1.098,1.6220,1.780
01:42:00.230,1.101,0.3470,0.380,1.101,0.9105,1.000,1.098,0.6045,0.665,1.098,1.6170,1.775
01:47:00.230,1.100,0.3440,0.380,1.101,0.9080,1.000,1.099,0.6035,0.665,1.098,1.6185,1.775
01:52:00.230,1.100,0.3425,0.375,1.101,0.9060,1.000,1.099,0.5975,0.655,1.098,1.6220,1.780
01:57:00.230,1.100,0.3425,0.375,1.101,0.9035,0.995,1.098,0.5920,0.650,1.098,1.6190,1.780
02:02:00.230,1.100,0.3410,0.375,1.101,0.9010,0.990,1.098,0.6015,0.660,1.098,1.6110,1.770
02:07:00.230,1.100,0.3400,0.375,1.101,0.8985,0.990,1.099,0.5930,0.650,1.098,1.6055,1.765
02:12:00.230,1.100,0.3390,0.375,1.101,0.8960,0.985,1.099,0.5880,0.645,1.098,1.5995,1.755
02:17:00.230,1.100,0.3375,0.370,1.101,0.8920,0.980,1.099,0.5790,0.635,1.098,1.5945,1.750
02:22:00.230,1.100,0.3375,0.370,1.101,0.8895,0.980,1.098,0.5745,0.630,1.098,1.5910,1.745
02:27:00.230,1.100,0.3370,0.370,1.101,0.8860,0.975,1.098,0.5740,0.630,1.098,1.5880,1.745
02:32:00.230,1.100,0.3355,0.370,1.101,0.8830,0.970,1.098,0.5660,0.620,1.098,1.5970,1.755
02:37:00.230,1.101,0.3355,0.370,1.101,0.8805,0.970,1.099,0.5625,0.620,1.098,1.5990,1.755
02:42:00.230,1.100,0.3330,0.365,1.101,0.8770,0.965,1.099,0.5555,0.610,1.098,1.5995,1.755
02:47:00.230,1.100,0.3310,0.365,1.101,0.8745,0.965,1.098,0.5510,0.605,1.098,1.5900,1.745
02:52:00.230,1.100,0.3310,0.365,1.101,0.8715,0.960,1.098,0.5515,0.605,1.098,1.5835,1.740
02:57:00.230,1.100,0.3290,0.360,1.101,0.8675,0.955,1.098,0.5505,0.605,1.098,1.5760,1.730
03:02:00.230,1.100,0.3295,0.360,1.100,0.8640,0.950,1.098,0.5715,0.630,1.098,1.5680,1.720
03:07:00.230,1.100,0.3280,0.360,1.100,0.8605,0.945,1.098,0.5745,0.630,1.098,1.5845,1.740
03:12:00.230,1.100,0.3270,0.360,1.101,0.8580,0.945,1.099,0.5620,0.620,1.098,1.5775,1.730
03:17:00.230,1.100,0.3255,0.360,1.101,0.8555,0.940,1.098,0.5505,0.605,1.098,1.5715,1.725
03:22:00.230,1.100,0.3255,0.360,1.100,0.8520,0.935,1.098,0.5405,0.595,1.098,1.5660,1.720
03:27:00.230,1.100,0.3245,0.355,1.101,0.8495,0.935,1.098,0.5375,0.590,1.098,1.5670,1.720
03:32:00.230,1.100,0.3230,0.355,1.101,0.8455,0.930,1.099,0.5335,0.585,1.098,1.5630,1.715
03:37:00.230,1.100,0.3215,0.355,1.100,0.8420,0.925,1.098,0.5250,0.575,1.098,1.5610,1.715
03:42:00.230,1.101,0.3215,0.355,1.100,0.8390,0.925,1.098,0.5215,0.575,1.098,1.5540,1.705
03:47:00.230,1.100,0.3200,0.350,1.100,0.8375,0.920,1.099,0.5160,0.565,1.098,1.5455,1.695
03:52:00.230,1.101,0.3200,0.350,1.100,0.8335,0.915,1.099,0.5125,0.565,1.098,1.5405,1.690
03:57:00.230,1.100,0.3185,0.350,1.100,0.8305,0.915,1.098,0.5100,0.560,1.098,1.5630,1.715
04:02:00.230,1.100,0.3180,0.350,1.100,0.8270,0.910,1.099,0.5065,0.555,1.098,1.5525,1.705
04:07:00.230,1.100,0.3175,0.350,1.100,0.8240,0.905,1.098,0.5045,0.555,1.098,1.5420,1.695
04:12:00.230,1.100,0.3165,0.350,1.100,0.8215,0.905,1.098,0.4995,0.550,1.098,1.5380,1.690
04:17:00.230,1.100,0.3150,0.345,1.100,0.8200,0.900,1.098,0.4960,0.545,1.098,1.5410,1.690
04:22:00.230,1.100,0.3145,0.345,1.100,0.8155,0.895,1.098,0.4955,0.545,1.098,1.5330,1.685
04:27:00.230,1.101,0.3135,0.345,1.100,0.8120,0.895,1.098,0.4910,0.540,1.098,1.5270,1.675
04:32:00.230,1.100,0.3130,0.345,1.100,0.8095,0.890,1.098,0.4925,0.540,1.098,1.5290,1.680
04:37:00.230,1.100,0.3115,0.345,1.100,0.8060,0.885,1.098,0.4960,0.545,1.098,1.5270,1.675
04:42:00.230,1.100,0.3105,0.340,1.100,0.8045,0.885,1.098,0.4895,0.535,1.098,1.5175,1.665
04:47:00.230,1.100,0.3090,0.340,1.100,0.8010,0.880,1.098,0.4870,0.535,1.098,1.5255,1.675
04:52:00.230,1.100,0.3085,0.340,1.100,0.7980,0.880,1.099,0.4905,0.540,1.098,1.5150,1.665
04:57:00.230,1.100,0.3080,0.340,1.100,0.7945,0.875,1.098,0.4880,0.535,1.098,1.5095,1.655
05:02:00.230,1.100,0.3070,0.340,1.100,0.7915,0.870,1.098,0.4835,0.530,1.098,1.5010,1.650
05:07:00.230,1.100,0.3060,0.335,1.101,0.7895,0.870,1.098,0.4860,0.535,1.098,1.4980,1.645
05:12:00.230,1.100,0.3045,0.335,1.100,0.7855,0.865,1.098,0.4800,0.525,1.098,1.4890,1.635
05:17:00.230,1.100,0.3045,0.335,1.100,0.7830,0.860,1.098,0.4725,0.520,1.098,1.4810,1.625
05:22:00.230,1.100,0.3035,0.335,1.100,0.7785,0.855,1.098,0.4710,0.515,1.098,1.4775,1.620
05:27:00.230,1.100,0.3025,0.335,1.100,0.7770,0.855,1.099,0.4680,0.515,1.098,1.4805,1.625
05:32:00.230,1.100,0.3020,0.330,1.100,0.7740,0.850,1.098,0.4635,0.510,1.098,1.4860,1.630
05:37:00.230,1.101,0.3015,0.330,1.100,0.7705,0.850,1.099,0.4645,0.510,1.098,1.4895,1.635
05:42:00.230,1.100,0.3005,0.330,1.100,0.7690,0.845,1.098,0.4600,0.505,1.098,1.4880,1.635
05:47:00.230,1.101,0.3000,0.330,1.100,0.7655,0.840,1.098,0.4585,0.505,1.098,1.4910,1.635
05:52:00.230,1.100,0.2985,0.330,1.100,0.7630,0.840,1.099,0.4600,0.505,1.098,1.4825,1.630
05:57:00.230,1.100,0.2970,0.325,1.100,0.7600,0.835,1.099,0.4595,0.505,1.098,1.4870,1.635
06:02:00.230,1.100,0.2975,0.325,1.100,0.7570,0.835,1.099,0.4615,0.505,1.098,1.4855,1.630
06:07:00.230,1.101,0.2975,0.330,1.100,0.7545,0.830,1.098,0.4670,0.515,1.098,1.4770,1.620
06:12:00.230,1.100,0.2955,0.325,1.101,0.7525,0.830,1.099,0.4615,0.505,1.098,1.4665,1.610
06:17:00.230,1.100,0.2960,0.325,1.100,0.7485,0.825,1.098,0.4535,0.500,1.098,1.4535,1.595
06:22:00.230,1.101,0.2955,0.325,1.100,0.7455,0.820,1.098,0.4495,0.495,1.098,1.4410,1.580
06:27:00.230,1.101,0.2945,0.325,1.100,0.7430,0.815,1.098,0.4480,0.490,1.099,1.4330,1.575
06:32:00.230,1.100,0.2940,0.325,1.100,0.7415,0.815,1.099,0.4455,0.490,1.098,1.4275,1.565
06:37:00.230,1.100,0.2925,0.320,1.100,0.7375,0.810,1.099,0.4465,0.490,1.098,1.4205,1.560
06:42:00.230,1.100,0.2925,0.320,1.100,0.7355,0.810,1.098,0.4405,0.485,1.098,1.4140,1.555
06:47:00.230,1.101,0.2925,0.320,1.100,0.7325,0.805,1.098,0.4350,0.480,1.098,1.4070,1.545
06:52:00.230,1.100,0.2905,0.320,1.100,0.7310,0.805,1.098,0.4310,0.475,1.098,1.4025,1.540
06:57:00.230,1.100,0.2900,0.320,1.101,0.7290,0.805,1.098,0.4285,0.470,1.098,1.3990,1.535
07:02:00.230,1.101,0.2905,0.320,1.100,0.7260,0.800,1.099,0.4285,0.470,1.098,1.3945,1.530
07:07:00.230,1.100,0.2885,0.315,1.100,0.7240,0.795,1.098,0.4260,0.470,1.098,1.3915,1.530
07:12:00.230,1.100,0.2885,0.315,1.101,0.7220,0.795,1.098,0.4250,0.465,1.098,1.3845,1.520
07:17:00.230,1.100,0.2875,0.315,1.100,0.7190,0.790,1.098,0.4390,0.480,1.098,1.3830,1.520
07:22:00.230,1.101,0.2875,0.315,1.100,0.7160,0.790,1.098,0.4375,0.480,1.097,1.4000,1.535
07:27:00.230,1.101,0.2875,0.315,1.100,0.7145,0.785,1.099,0.4295,0.470,1.098,1.4495,1.590
07:32:00.230,1.100,0.2860,0.315,1.100,0.7120,0.785,1.099,0.4245,0.465,1.098,1.4250,1.565
07:37:00.230,1.100,0.2850,0.315,1.100,0.7100,0.780,1.099,0.4190,0.460,1.098,1.3935,1.530
07:42:00.230,1.100,0.2845,0.315,1.101,0.7090,0.780,1.099,0.4170,0.460,1.098,1.3780,1.515
07:47:00.230,1.100,0.2850,0.315,1.101,0.7065,0.780,1.099,0.4140,0.455,1.098,1.3540,1.485
07:52:00.230,1.100,0.2830,0.310,1.100,0.7030,0.775,1.098,0.4110,0.450,1.098,1.3410,1.470
07:57:00.230,1.100,0.2830,0.310,1.100,0.7020,0.770,1.099,0.4115,0.450,1.098,1.3370,1.470
08:02:00.230,1.100,0.2825,0.310,1.100,0.6990,0.770,1.099,0.4110,0.450,1.098,1.3290,1.460
08:07:00.230,1.100,0.2815,0.310,1.100,0.6975,0.765,1.099,0.4075,0.450,1.098,1.3265,1.455
08:12:00.230,1.100,0.2805,0.310,1.100,0.6960,0.765,1.098,0.4045,0.445,1.098,1.3295,1.460
08:17:00.230,1.101,0.2805,0.310,1.100,0.6935,0.765,1.098,0.4035,0.445,1.097,1.3210,1.450
08:22:00.230,1.100,0.2800,0.310,1.101,0.6905,0.760,1.099,0.4050,0.445,1.098,1.3210,1.450
08:27:00.230,1.101,0.2795,0.310,1.101,0.6880,0.755,1.098,0.4035,0.445,1.098,1.3115,1.440
08:32:00.230,1.100,0.2785,0.305,1.100,0.6855,0.755,1.098,0.4045,0.445,1.098,1.3070,1.435
08:37:00.230,1.101,0.2790,0.305,1.100,0.6835,0.750,1.098,0.4045,0.445,1.098,1.2890,1.415
08:42:00.230,1.100,0.2775,0.305,1.101,0.6820,0.750,1.098,0.4025,0.440,1.098,1.2690,1.395
08:47:00.230,1.100,0.2780,0.305,1.100,0.6780,0.745,1.098,0.4000,0.440,1.098,1.2605,1.385
08:52:00.230,1.100,0.2775,0.305,1.100,0.6765,0.745,1.098,0.3995,0.440,1.098,1.2635,1.385
08:57:00.230,1.100,0.2760,0.305,1.101,0.6760,0.745,1.098,0.3965,0.435,1.098,1.2980,1.425
09:02:00.230,1.100,0.2760,0.305,1.100,0.6745,0.740,1.098,0.3935,0.430,1.098,1.3170,1.445
09:07:00.230,1.100,0.2750,0.305,1.100,0.6720,0.740,1.098,0.3980,0.435,1.098,1.3225,1.450
09:12:00.230,1.100,0.2750,0.305,1.100,0.6695,0.735,1.099,0.3940,0.435,1.098,1.2855,1.410
09:17:00.230,1.100,0.2745,0.300,1.100,0.6680,0.735,1.098,0.3880,0.425,1.098,1.2465,1.370
09:22:00.230,1.101,0.2750,0.305,1.100,0.6675,0.735,1.098,0.3860,0.425,1.098,1.2420,1.365
09:27:00.230,1.100,0.2735,0.300,1.100,0.6655,0.730,1.099,0.3840,0.420,1.098,1.2315,1.350
09:32:00.230,1.100,0.2725,0.300,1.101,0.6650,0.730,1.098,0.3880,0.425,1.098,1.2220,1.340
09:37:00.230,1.100,0.2730,0.300,1.100,0.6625,0.730,1.098,0.3945,0.435,1.098,1.2135,1.330
09:42:00.230,1.100,0.2710,0.300,1.100,0.6610,0.725,1.098,0.3910,0.430,1.098,1.2055,1.325
09:47:00.230,1.100,0.2715,0.300,1.101,0.6600,0.725,1.098,0.3905,0.430,1.098,1.1940,1.310
09:52:00.230,1.100,0.2705,0.300,1.100,0.6585,0.725,1.098,0.3850,0.425,1.098,1.1790,1.295
09:57:00.230,1.100,0.2705,0.300,1.101,0.6565,0.725,1.098,0.3820,0.420,1.098,1.1950,1.310
10:02:00.230,1.100,0.2695,0.295,1.100,0.6550,0.720,1.098,0.3775,0.415,1.098,1.1765,1.290
10:07:00.230,1.100,0.2695,0.295,1.100,0.6535,0.720,1.099,0.3815,0.420,1.098,1.1580,1.270
10:12:00.230,1.100,0.2690,0.295,1.101,0.6520,0.720,1.098,0.3815,0.420,1.098,1.1455,1.260
10:17:00.230,1.100,0.2675,0.295,1.101,0.6505,0.715,1.098,0.3850,0.425,1.098,1.1395,1.250
10:22:00.230,1.100,0.2680,0.295,1.101,0.6480,0.715,1.099,0.3810,0.420,1.098,1.1345,1.245
10:27:00.230,1.100,0.2665,0.295,1.100,0.6455,0.710,1.098,0.3755,0.410,1.098,1.1400,1.250
10:32:00.230,1.100,0.2660,0.295,1.100,0.6440,0.710,1.098,0.3715,0.410,1.098,1.1860,1.300
10:37:00.230,1.100,0.2660,0.295,1.100,0.6415,0.705,1.098,0.3685,0.405,1.098,1.2465,1.370
10:42:00.230,1.100,0.2655,0.290,1.101,0.6395,0.705,1.098,0.3660,0.400,1.098,1.2085,1.325
10:47:00.230,1.101,0.2660,0.295,1.101,0.6370,0.700,1.098,0.3635,0.400,1.097,1.1580,1.270
10:52:00.230,1.100,0.2655,0.290,1.101,0.6350,0.700,1.098,0.3620,0.395,1.098,1.1275,1.240
10:57:00.230,1.100,0.2645,0.290,1.101,0.6330,0.695,1.099,0.3700,0.405,1.098,1.1050,1.215
11:02:00.230,1.100,0.2635,0.290,1.101,0.6320,0.695,1.098,0.3615,0.395,1.098,1.0920,1.200
11:07:00.230,1.100,0.2635,0.290,1.101,0.6295,0.695,1.099,0.3560,0.390,1.098,1.0920,1.200
11:12:00.230,1.100,0.2625,0.290,1.100,0.6265,0.690,1.099,0.3525,0.385,1.098,1.0750,1.180
11:17:00.230,1.100,0.2620,0.290,1.100,0.6250,0.690,1.098,0.3495,0.385,1.098,1.0640,1.170
11:22:00.230,1.100,0.2615,0.290,1.101,0.6230,0.685,1.098,0.3485,0.385,1.098,1.0570,1.160
11:27:00.230,1.100,0.2615,0.290,1.100,0.6200,0.680,1.098,0.3495,0.385,1.098,1.0580,1.160
11:32:00.230,1.100,0.2605,0.285,1.100,0.6185,0.680,1.098,0.3470,0.380,1.098,1.0520,1.155
11:37:00.230,1.100,0.2605,0.285,1.100,0.6155,0.675,1.098,0.3475,0.380,1.098,1.0670,1.170
11:42:00.230,1.100,0.2595,0.285,1.100,0.6135,0.675,1.098,0.3450,0.380,1.098,1.0445,1.145
11:47:00.230,1.100,0.2595,0.285,1.100,0.6120,0.675,1.098,0.3460,0.380,1.098,1.0370,1.140
11:52:00.230,1.100,0.2590,0.285,1.101,0.6110,0.675,1.098,0.3445,0.380,1.098,1.0405,1.140
11:57:00.230,1.100,0.2590,0.285,1.101,0.6095,0.670,1.098,0.3460,0.380,1.098,1.0270,1.130
12:02:00.230,1.100,0.2580,0.285,1.100,0.6070,0.670,1.098,0.3455,0.380,1.097,1.0230,1.120
12:07:00.230,1.100,0.2580,0.285,1.101,0.6070,0.670,1.098,0.3460,0.380,1.098,1.0235,1.125
12:12:00.230,1.101,0.2575,0.285,1.101,0.6045,0.665,1.099,0.3455,0.380,1.098,1.0270,1.130
12:17:00.230,1.100,0.2565,0.280,1.100,0.6010,0.660,1.099,0.3485,0.385,1.098,1.0505,1.155
12:22:00.230,1.100,0.2560,0.280,1.100,0.5985,0.660,1.099,0.3580,0.395,1.098,1.1050,1.215
12:27:00.230,1.100,0.2555,0.280,1.101,0.5980,0.660,1.098,0.3515,0.385,1.098,1.0815,1.185
12:32:00.230,1.100,0.2555,0.280,1.100,0.5950,0.655,1.098,0.3435,0.375,1.098,1.0330,1.135
12:37:00.230,1.100,0.2560,0.280,1.101,0.5935,0.655,1.098,0.3385,0.370,1.098,1.0150,1.115
12:42:00.230,1.100,0.2540,0.280,1.100,0.5905,0.650,1.098,0.3365,0.370,1.097,0.9880,1.085
12:47:00.230,1.100,0.2550,0.280,1.100,0.5880,0.645,1.098,0.3320,0.365,1.097,0.9760,1.070
12:52:00.230,1.100,0.2530,0.280,1.101,0.5885,0.650,1.098,0.3290,0.360,1.098,0.9645,1.060
12:57:00.230,1.100,0.2535,0.280,1.100,0.5855,0.645,1.099,0.3290,0.360,1.098,0.9600,1.055
13:02:00.230,1.100,0.2525,0.280,1.101,0.5845,0.645,1.098,0.3265,0.360,1.098,0.9520,1.045
13:07:00.230,1.100,0.2520,0.275,1.101,0.5825,0.640,1.098,0.3265,0.360,1.098,0.9460,1.040
13:12:00.230,1.100,0.2520,0.275,1.101,0.5815,0.640,1.098,0.3265,0.360,1.098,0.9450,1.040
13:17:00.230,1.100,0.2515,0.275,1.101,0.5795,0.640,1.098,0.3235,0.355,1.098,0.9330,1.025
13:22:00.230,1.100,0.2505,0.275,1.101,0.5770,0.635,1.098,0.3245,0.355,1.098,0.9270,1.020
13:27:00.230,1.100,0.2505,0.275,1.101,0.5750,0.635,1.098,0.3255,0.355,1.098,0.9330,1.025
13:32:00.230,1.100,0.2510,0.275,1.100,0.5735,0.630,1.098,0.3230,0.355,1.098,0.9300,1.020
13:37:00.230,1.100,0.2505,0.275,1.100,0.5720,0.630,1.099,0.3230,0.355,1.098,0.9340,1.025
13:42:00.230,1.100,0.2490,0.275,1.100,0.5710,0.630,1.098,0.3220,0.355,1.098,0.9285,1.020
13:47:00.230,1.100,0.2495,0.275,1.100,0.5675,0.625,1.098,0.3290,0.360,1.098,0.9275,1.020
13:52:00.230,1.100,0.2500,0.275,1.101,0.5670,0.625,1.098,0.3315,0.365,1.098,0.9305,1.020
13:57:00.230,1.100,0.2495,0.275,1.101,0.5660,0.625,1.098,0.3280,0.360,1.098,0.9765,1.070
14:02:00.230,1.100,0.2485,0.275,1.101,0.5630,0.620,1.098,0.3250,0.355,1.098,0.9885,1.085
14:07:00.230,1.100,0.2485,0.275,1.100,0.5615,0.620,1.098,0.3225,0.355,1.098,0.9535,1.045
14:12:00.230,1.100,0.2475,0.270,1.101,0.5605,0.615,1.098,0.3200,0.350,1.098,0.9275,1.020
14:17:00.230,1.100,0.2485,0.275,1.101,0.5590,0.615,1.098,0.3165,0.350,1.098,0.9060,0.995
14:22:00.230,1.100,0.2465,0.270,1.101,0.5580,0.615,1.098,0.3175,0.350,1.098,0.8980,0.985
14:27:00.230,1.100,0.2460,0.270,1.100,0.5555,0.610,1.098,0.3175,0.350,1.098,0.8905,0.980
14:32:00.230,1.100,0.2440,0.270,1.100,0.5535,0.610,1.098,0.3170,0.350,1.098,0.8925,0.980
14:37:00.230,1.100,0.2445,0.270,1.100,0.5520,0.605,1.098,0.3155,0.345,1.097,0.8885,0.975
14:42:00.230,1.100,0.2475,0.270,1.101,0.5530,0.610,1.099,0.3470,0.380,1.098,1.1800,1.295
14:47:00.230,1.100,0.2475,0.270,1.101,0.5505,0.605,1.098,0.3420,0.375,1.098,1.1040,1.210
14:52:00.230,1.100,0.2475,0.270,1.100,0.5480,0.605,1.098,0.3330,0.365,1.098,1.0190,1.120
14:57:00.230,1.100,0.2475,0.270,1.100,0.5465,0.600,1.098,0.3245,0.355,1.098,0.9500,1.045
15:02:00.230,1.100,0.2475,0.270,1.100,0.5445,0.600,1.098,0.3195,0.350,1.098,0.8965,0.985
15:07:00.230,1.100,0.2465,0.270,1.100,0.5435,0.600,1.098,0.3140,0.345,1.098,0.8640,0.950
15:12:00.230,1.100,0.2460,0.270,1.100,0.5430,0.595,1.098,0.3090,0.340,1.097,0.8390,0.920
15:17:00.230,1.101,0.2465,0.270,1.100,0.5420,0.595,1.098,0.3080,0.340,1.098,0.8255,0.905
