datetime,ID,Tmp1,Tmp2,Cnt
2022-10-07 14:17:08,1,20.50,20.75,"0
"
2022-10-07 14:17:18,1,20.50,20.81,"0
"
2022-10-07 14:17:28,1,20.50,21.00,"0
"
2022-10-07 14:17:38,1,20.50,21.44,"0
"
2022-10-07 14:17:48,1,22.00,22.69,"0
"
2022-10-07 14:17:58,1,23.06,23.62,"0
"
2022-10-07 14:18:08,1,23.31,24.19,"0
"
2022-10-07 14:18:18,1,23.44,24.44,"0
"
2022-10-07 14:18:28,1,.44,"0
",
