datetime,strt,ID,Tmp1,Tmp2,Cnt,stp
2022-11-14 13:05:43,-*,3,34.50,34.63,16928,"*-
"
2022-11-14 13:05:47,-*,3,34.50,34.63,16928,"*-
"
2022-11-14 13:05:51,-*,3,34.50,34.63,16928,"*-
"
2022-11-14 13:05:55,-*,3,34.50,34.63,16928,"*-
"
2022-11-14 13:05:59,-*,3,34.50,34.63,16928,"*-
"
2022-11-14 13:06:03,-*,3,34.50,34.63,16928,"*-
"
2022-11-14 13:06:07,-*,3,34.50,34.63,16928,"*-
"
2022-11-14 13:06:10,-*,3,34.50,34.63,16929,"*-
"
2022-11-14 13:06:14,-*,3,34.50,34.63,16929,"*-
"
2022-11-14 13:06:18,-*,3,34.50,34.63,16929,"*-
"
2022-11-14 13:06:22,-*,3,34.50,34.63,16929,"*-
"
2022-11-14 13:06:26,-*,3,34.50,34.63,16929,"*-
"
2022-11-14 13:06:30,-*,3,34.50,34.56,16929,"*-
"
2022-11-14 13:06:34,-*,3,34.50,34.63,16929,"*-
"
2022-11-14 13:06:37,-*,3,34.50,34.63,16929,"*-
"
2022-11-14 13:06:41,-*,3,34.50,34.63,16929,"*-
"
2022-11-14 13:06:45,-*,3,34.50,34.63,16930,"*-
"
2022-11-14 13:06:49,-*,3,34.50,34.63,16930,"*-
"
2022-11-14 13:06:53,-*,3,34.50,34.63,16930,"*-
"
2022-11-14 13:06:57,-*,3,34.50,34.63,16930,"*-
"
2022-11-14 13:07:01,-*,3,34.25,34.63,16930,"*-
"
2022-11-14 13:07:04,-*,3,34.25,34.63,16930,"*-
"
2022-11-14 13:07:08,-*,3,34.50,34.63,16930,"*-
"
2022-11-14 13:07:12,-*,3,34.50,34.63,16930,"*-
"
2022-11-14 13:07:16,-*,3,34.50,34.63,16930,"*-
"
2022-11-14 13:07:20,-*,3,34.25,34.63,16930,"*-
"
2022-11-14 13:07:24,-*,3,34.25,34.63,16930,"*-
"
2022-11-14 13:07:28,-*,3,34.25,34.63,16931,"*-
"
2022-11-14 13:07:32,-*,3,34.25,34.63,16931,"*-
"
2022-11-14 13:07:35,-*,3,34.25,34.63,16931,"*-
"
2022-11-14 13:07:39,-*,3,34.25,34.63,16931,"*-
"
2022-11-14 13:07:43,-*,3,34.50,34.63,16931,"*-
"
2022-11-14 13:07:47,-*,3,34.25,34.63,16931,"*-
"
2022-11-14 13:07:51,-*,3,34.25,34.63,16931,"*-
"
2022-11-14 13:07:55,-*,3,34.25,34.63,16931,"*-
"
2022-11-14 13:07:59,-*,3,34.25,34.63,16931,"*-
"
2022-11-14 13:08:02,-*,3,34.25,34.63,16931,"*-
"
2022-11-14 13:08:06,-*,3,34.25,34.63,16931,"*-
"
2022-11-14 13:08:10,-*,3,34.25,34.63,16932,"*-
"
2022-11-14 13:08:14,-*,3,34.50,34.63,16932,"*-
"
2022-11-14 13:08:18,-*,3,34.25,34.63,16932,"*-
"
2022-11-14 13:08:22,-*,3,34.25,34.63,16932,"*-
"
2022-11-14 13:08:26,-*,3,34.25,34.63,16932,"*-
"
2022-11-14 13:08:29,-*,3,34.25,34.63,16932,"*-
"
2022-11-14 13:08:33,-*,3,34.25,34.63,16932,"*-
"
2022-11-14 13:08:37,-*,3,34.25,34.63,16932,"*-
"
2022-11-14 13:08:41,-*,3,34.25,34.63,16932,"*-
"
2022-11-14 13:08:45,-*,3,34.25,34.63,16932,"*-
"
2022-11-14 13:08:49,-*,3,34.25,34.63,16932,"*-
"
2022-11-14 13:08:53,-*,3,34.25,34.63,16932,"*-
"
2022-11-14 13:08:57,-*,3,34.25,34.63,16932,"*-
"
2022-11-14 13:09:00,-*,3,34.25,34.63,16933,"*-
"
2022-11-14 13:09:04,-*,3,34.25,34.63,16933,"*-
"
2022-11-14 13:09:08,-*,3,34.25,34.63,16933,"*-
"
2022-11-14 13:09:12,-*,3,34.25,34.63,16933,"*-
"
2022-11-14 13:09:16,-*,3,34.25,34.63,16933,"*-
"
2022-11-14 13:09:20,-*,3,34.25,34.63,16933,"*-
"
2022-11-14 13:09:24,-*,3,34.25,34.63,16933,"*-
"
2022-11-14 13:09:27,-*,3,34.25,34.63,16933,"*-
"
2022-11-14 13:09:30,-*,3,34.25,34.63,16933,"*-
"
2022-11-14 13:09:34,-*,3,34.25,34.63,16933,"*-
"
2022-11-14 13:09:38,-*,3,34.25,34.63,16933,"*-
"
2022-11-14 13:09:42,-*,3,34.25,34.63,16933,"*-
"
2022-11-14 13:09:46,-*,3,34.25,34.63,16933,"*-
"
2022-11-14 13:09:50,-*,3,34.25,34.63,16933,"*-
"
2022-11-14 13:09:54,-*,3,34.25,34.63,16934,"*-
"
2022-11-14 13:09:58,-*,3,34.25,34.69,16934,"*-
"
2022-11-14 13:10:01,-*,3,34.25,34.63,16934,"*-
"
2022-11-14 13:10:05,-*,3,34.25,34.63,16934,"*-
"
2022-11-14 13:10:09,-*,3,34.25,34.63,16934,"*-
"
2022-11-14 13:10:13,-*,3,34.25,34.69,16934,"*-
"
2022-11-14 13:10:17,-*,3,34.25,34.63,16934,"*-
"
2022-11-14 13:10:21,-*,3,34.25,34.69,16934,"*-
"
2022-11-14 13:10:25,-*,3,34.25,34.69,16935,"*-
"
2022-11-14 13:10:28,-*,3,34.25,34.69,16935,"*-
"
2022-11-14 13:10:32,-*,3,34.25,34.69,16935,"*-
"
2022-11-14 13:10:36,-*,3,34.25,34.63,16936,"*-
"
2022-11-14 13:10:40,-*,3,34.25,34.63,16936,"*-
"
2022-11-14 13:10:44,-*,3,34.50,34.63,16937,"*-
"
2022-11-14 13:10:48,-*,3,34.50,34.63,16937,"*-
"
2022-11-14 13:10:52,-*,3,34.50,34.63,16937,"*-
"
2022-11-14 13:10:55,-*,3,34.50,34.63,16937,"*-
"
2022-11-14 13:10:59,-*,3,34.50,34.63,16938,"*-
"
2022-11-14 13:11:03,-*,3,4.63,16946,"*-
",
2022-11-14 13:11:07,-*,3,4.63,16946,"*-
",
2022-11-14 13:11:11,-*,3,34.75,34.63,16946,"*-
"
2022-11-14 13:11:15,-*,3,34.75,34.63,16946,"*-
"
2022-11-14 13:11:19,-*,3,34.75,34.63,16946,"*-
"
2022-11-14 13:11:23,-*,3,34.50,34.63,16946,"*-
"
2022-11-14 13:11:26,-*,3,34.75,34.63,16946,"*-
"
2022-11-14 13:11:30,-*,3,34.75,34.69,16946,"*-
"
2022-11-14 13:11:34,-*,3,34.75,34.63,16946,"*-
"
2022-11-14 13:11:38,-*,3,34.50,34.63,16946,"*-
"
2022-11-14 13:11:42,-*,3,34.75,34.63,16946,"*-
"
2022-11-14 13:11:46,-*,3,34.50,34.69,16946,"*-
"
2022-11-14 13:11:50,-*,3,34.50,34.63,16946,"*-
"
2022-11-14 13:11:53,-*,3,34.75,34.63,16946,"*-
"
2022-11-14 13:11:57,-*,3,34.50,34.63,16946,"*-
"
2022-11-14 13:12:01,-*,3,34.50,34.63,16946,"*-
"
2022-11-14 13:12:05,-*,3,34.75,34.63,16946,"*-
"
2022-11-14 13:12:09,-*,3,34.75,34.63,16946,"*-
"
2022-11-14 13:12:13,-*,3,34.75,34.63,16946,"*-
"
